,img,exp_val,clus_pred,max rec,treshold,kern_size,text,clus-error,Notes,delta_bacche_abs,delta_bacche,stridex,stridey
0,count_20_333_2019_09_11_4864_00_2432.png,20,46.0,60.0,0.37,288.0,the number of berries,1.3,,26.0,-26.0,50.0,50.0
0,count_21_108_2019_10_02_4864_1368_608.png,21,62.0,60.0,0.37,288.0,the number of berries,1.9523809523809523,,41.0,-41.0,50.0,50.0
0,count_21_108_2019_10_02_4864_3192_00.png,21,61.0,60.0,0.37,288.0,the number of berries,1.9047619047619047,,40.0,-40.0,50.0,50.0
0,count_21_109_2019_10_02_4864_00_3648.png,21,50.0,60.0,0.37,288.0,the number of berries,1.380952380952381,,29.0,-29.0,50.0,50.0
0,count_21_110_2019_10_02_4864_00_608.png,21,51.0,60.0,0.37,288.0,the number of berries,1.4285714285714286,,30.0,-30.0,50.0,50.0
0,count_21_110_2019_10_02_4864_2736_3040.png,21,85.0,60.0,0.37,288.0,the number of berries,3.0476190476190474,,64.0,-64.0,50.0,50.0
0,count_21_111_2019_10_02_4864_00_3648.png,21,58.0,60.0,0.37,288.0,the number of berries,1.7619047619047619,,37.0,-37.0,50.0,50.0
0,count_21_111_2019_10_02_4864_1824_00.png,21,75.0,60.0,0.37,288.0,the number of berries,2.5714285714285716,,54.0,-54.0,50.0,50.0
0,count_21_112_2019_10_02_4864_1824_4256.png,21,65.0,60.0,0.37,288.0,the number of berries,2.0952380952380953,,44.0,-44.0,50.0,50.0
0,count_21_115_2019_10_02_4864_3192_3040.png,21,80.0,60.0,0.37,288.0,the number of berries,2.8095238095238093,,59.0,-59.0,50.0,50.0
0,count_21_115_2019_10_02_4864_456_608.png,21,116.0,60.0,0.37,288.0,the number of berries,4.523809523809524,,95.0,-95.0,50.0,50.0
0,count_21_116_2019_10_02_4864_2280_2432.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_116_2019_10_02_4864_3192_00.png,21,96.0,60.0,0.37,288.0,the number of berries,3.5714285714285716,,75.0,-75.0,50.0,50.0
0,count_21_116_2019_10_02_4864_912_3040.png,21,34.0,60.0,0.37,288.0,the number of berries,0.6190476190476191,,13.0,-13.0,50.0,50.0
0,count_21_118_2019_10_02_4864_2736_1216.png,21,77.0,60.0,0.37,288.0,the number of berries,2.6666666666666665,,56.0,-56.0,50.0,50.0
0,count_21_119_2019_10_02_4864_2736_3040.png,21,37.0,60.0,0.37,288.0,the number of berries,0.7619047619047619,,16.0,-16.0,50.0,50.0
0,count_21_120_2019_10_02_4864_3192_1216.png,21,21.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_21_122_2019_10_02_4864_1368_3648.png,21,64.0,60.0,0.37,288.0,the number of berries,2.0476190476190474,,43.0,-43.0,50.0,50.0
0,count_21_122_2019_10_02_4864_1824_1824.png,21,44.0,60.0,0.37,288.0,the number of berries,1.0952380952380953,,23.0,-23.0,50.0,50.0
0,count_21_122_2019_10_02_4864_3192_00.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_123_2019_10_02_4864_1368_00.png,21,93.0,60.0,0.37,288.0,the number of berries,3.4285714285714284,,72.0,-72.0,50.0,50.0
0,count_21_124_2019_10_02_4864_2736_2432.png,21,67.0,60.0,0.37,288.0,the number of berries,2.1904761904761907,,46.0,-46.0,50.0,50.0
0,count_21_126_2019_10_02_4864_1368_1824.png,21,67.0,60.0,0.37,288.0,the number of berries,2.1904761904761907,,46.0,-46.0,50.0,50.0
0,count_21_127_2019_10_02_4864_456_1216.png,21,72.0,60.0,0.37,288.0,the number of berries,2.4285714285714284,,51.0,-51.0,50.0,50.0
0,count_21_129_2019_10_02_4864_456_2432.png,21,49.0,60.0,0.37,288.0,the number of berries,1.3333333333333333,,28.0,-28.0,50.0,50.0
0,count_21_131_2019_10_02_4864_1368_1216.png,21,78.0,60.0,0.37,288.0,the number of berries,2.7142857142857144,,57.0,-57.0,50.0,50.0
0,count_21_131_2019_10_02_4864_456_3040.png,21,121.0,60.0,0.37,288.0,the number of berries,4.761904761904762,,100.0,-100.0,50.0,50.0
0,count_21_131_2019_10_02_4864_456_608.png,21,17.0,60.0,0.37,288.0,the number of berries,0.19047619047619047,,4.0,4.0,50.0,50.0
0,count_21_132_2019_10_02_4864_1824_3648.png,21,18.0,60.0,0.37,288.0,the number of berries,0.14285714285714285,,3.0,3.0,50.0,50.0
0,count_21_132_2019_10_02_4864_2280_608.png,21,114.0,60.0,0.37,288.0,the number of berries,4.428571428571429,,93.0,-93.0,50.0,50.0
0,count_21_132_2019_10_02_4864_3192_00.png,21,26.0,60.0,0.37,288.0,the number of berries,0.23809523809523808,,5.0,-5.0,50.0,50.0
0,count_21_133_2019_10_02_4864_456_2432.png,21,79.0,60.0,0.37,288.0,the number of berries,2.761904761904762,,58.0,-58.0,50.0,50.0
0,count_21_133_2019_10_02_4864_912_00.png,21,11.0,60.0,0.37,288.0,the number of berries,0.47619047619047616,,10.0,10.0,50.0,50.0
0,count_21_135_2019_10_02_4864_456_4256.png,21,75.0,60.0,0.37,288.0,the number of berries,2.5714285714285716,,54.0,-54.0,50.0,50.0
0,count_21_136_2019_10_02_4864_2280_608.png,21,65.0,60.0,0.37,288.0,the number of berries,2.0952380952380953,,44.0,-44.0,50.0,50.0
0,count_21_138_2019_10_02_4864_00_1824.png,21,61.0,60.0,0.37,288.0,the number of berries,1.9047619047619047,,40.0,-40.0,50.0,50.0
0,count_21_138_2019_10_02_4864_1824_3648.png,21,79.0,60.0,0.37,288.0,the number of berries,2.761904761904762,,58.0,-58.0,50.0,50.0
0,count_21_138_2019_10_02_4864_3192_3648.png,21,21.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_21_141_2019_10_02_4864_3192_00.png,21,71.0,60.0,0.37,288.0,the number of berries,2.380952380952381,,50.0,-50.0,50.0,50.0
0,count_21_142_2019_10_02_4864_2736_4256.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_143_2019_10_02_4864_2280_4256.png,21,43.0,60.0,0.37,288.0,the number of berries,1.0476190476190477,,22.0,-22.0,50.0,50.0
0,count_21_144_2019_10_02_4864_1368_3040.png,21,75.0,60.0,0.37,288.0,the number of berries,2.5714285714285716,,54.0,-54.0,50.0,50.0
0,count_21_146_2019_10_02_4864_00_3648.png,21,38.0,60.0,0.37,288.0,the number of berries,0.8095238095238095,,17.0,-17.0,50.0,50.0
0,count_21_146_2019_10_02_4864_456_4256.png,21,29.0,60.0,0.37,288.0,the number of berries,0.38095238095238093,,8.0,-8.0,50.0,50.0
0,count_21_147_2019_10_02_4864_1824_1824.png,21,61.0,60.0,0.37,288.0,the number of berries,1.9047619047619047,,40.0,-40.0,50.0,50.0
0,count_21_147_2019_10_02_4864_912_4256.png,21,78.0,60.0,0.37,288.0,the number of berries,2.7142857142857144,,57.0,-57.0,50.0,50.0
0,count_21_148_2019_10_02_4864_2280_608.png,21,59.0,60.0,0.37,288.0,the number of berries,1.8095238095238095,,38.0,-38.0,50.0,50.0
0,count_21_148_2019_10_02_4864_2736_1216.png,21,87.0,60.0,0.37,288.0,the number of berries,3.142857142857143,,66.0,-66.0,50.0,50.0
0,count_21_148_2019_10_02_4864_912_1216.png,21,39.0,60.0,0.37,288.0,the number of berries,0.8571428571428571,,18.0,-18.0,50.0,50.0
0,count_21_149_2019_10_02_4864_1824_00.png,21,64.0,60.0,0.37,288.0,the number of berries,2.0476190476190474,,43.0,-43.0,50.0,50.0
0,count_21_149_2019_10_02_4864_1824_3648.png,21,46.0,60.0,0.37,288.0,the number of berries,1.1904761904761905,,25.0,-25.0,50.0,50.0
0,count_21_149_2019_10_02_4864_3192_3648.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_149_2019_10_02_4864_456_608.png,21,24.0,60.0,0.37,288.0,the number of berries,0.14285714285714285,,3.0,-3.0,50.0,50.0
0,count_21_150_2019_10_02_4864_1368_00.png,21,36.0,60.0,0.37,288.0,the number of berries,0.7142857142857143,,15.0,-15.0,50.0,50.0
0,count_21_151_2019_10_02_4864_456_1216.png,21,33.0,60.0,0.37,288.0,the number of berries,0.5714285714285714,,12.0,-12.0,50.0,50.0
0,count_21_155_2019_10_02_4864_3192_1216.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_160_2019_10_02_4864_456_4256.png,21,41.0,60.0,0.37,288.0,the number of berries,0.9523809523809523,,20.0,-20.0,50.0,50.0
0,count_21_163_2019_10_02_4864_3192_00.png,21,56.0,60.0,0.37,288.0,the number of berries,1.6666666666666667,,35.0,-35.0,50.0,50.0
0,count_21_164_2019_10_02_4864_912_3040.png,21,74.0,60.0,0.37,288.0,the number of berries,2.5238095238095237,,53.0,-53.0,50.0,50.0
0,count_21_165_2019_10_02_4864_912_00.png,21,58.0,60.0,0.37,288.0,the number of berries,1.7619047619047619,,37.0,-37.0,50.0,50.0
0,count_21_290_2019_09_11_4864_3192_4256.png,21,53.0,60.0,0.37,288.0,the number of berries,1.5238095238095237,,32.0,-32.0,50.0,50.0
0,count_21_290_2019_09_11_4864_912_00.png,21,38.0,60.0,0.37,288.0,the number of berries,0.8095238095238095,,17.0,-17.0,50.0,50.0
0,count_21_291_2019_09_11_4864_1824_1216.png,21,22.0,60.0,0.37,288.0,the number of berries,0.047619047619047616,,1.0,-1.0,50.0,50.0
0,count_21_294_2019_09_11_4864_2280_1216.png,21,36.0,60.0,0.37,288.0,the number of berries,0.7142857142857143,,15.0,-15.0,50.0,50.0
0,count_21_298_2019_09_11_4864_00_2432.png,21,39.0,60.0,0.37,288.0,the number of berries,0.8571428571428571,,18.0,-18.0,50.0,50.0
0,count_21_299_2019_09_11_4864_912_608.png,21,64.0,60.0,0.37,288.0,the number of berries,2.0476190476190474,,43.0,-43.0,50.0,50.0
0,count_21_303_2019_09_11_4864_2280_00.png,21,21.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_21_311_2019_09_11_4864_1824_1216.png,21,57.0,60.0,0.37,288.0,the number of berries,1.7142857142857142,,36.0,-36.0,50.0,50.0
0,count_21_317_2019_09_11_4864_00_2432.png,21,60.0,60.0,0.37,288.0,the number of berries,1.8571428571428572,,39.0,-39.0,50.0,50.0
0,count_21_334_2019_09_11_4864_912_4256.png,21,90.0,60.0,0.37,288.0,the number of berries,3.2857142857142856,,69.0,-69.0,50.0,50.0
0,count_22_109_2019_10_02_4864_1824_1824.png,22,49.0,60.0,0.37,288.0,the number of berries,1.2272727272727273,,27.0,-27.0,50.0,50.0
0,count_22_110_2019_10_02_4864_1824_1824.png,22,93.0,60.0,0.37,288.0,the number of berries,3.227272727272727,,71.0,-71.0,50.0,50.0
0,count_22_110_2019_10_02_4864_2736_1216.png,22,122.0,60.0,0.37,288.0,the number of berries,4.545454545454546,,100.0,-100.0,50.0,50.0
0,count_22_110_2019_10_02_4864_3192_00.png,22,75.0,60.0,0.37,288.0,the number of berries,2.409090909090909,,53.0,-53.0,50.0,50.0
0,count_22_110_2019_10_02_4864_3192_1216.png,22,80.0,60.0,0.37,288.0,the number of berries,2.6363636363636362,,58.0,-58.0,50.0,50.0
0,count_22_111_2019_10_02_4864_456_1216.png,22,148.0,60.0,0.37,288.0,the number of berries,5.7272727272727275,,126.0,-126.0,50.0,50.0
0,count_22_113_2019_10_02_4864_00_3648.png,22,117.0,60.0,0.37,288.0,the number of berries,4.318181818181818,,95.0,-95.0,50.0,50.0
0,count_22_114_2019_10_02_4864_00_00.png,22,22.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_22_114_2019_10_02_4864_1824_608.png,22,43.0,60.0,0.37,288.0,the number of berries,0.9545454545454546,,21.0,-21.0,50.0,50.0
0,count_22_114_2019_10_02_4864_3192_1824.png,22,92.0,60.0,0.37,288.0,the number of berries,3.1818181818181817,,70.0,-70.0,50.0,50.0
0,count_22_115_2019_10_02_4864_00_00.png,22,57.0,60.0,0.37,288.0,the number of berries,1.5909090909090908,,35.0,-35.0,50.0,50.0
0,count_22_116_2019_10_02_4864_1824_2432.png,22,52.0,60.0,0.37,288.0,the number of berries,1.3636363636363635,,30.0,-30.0,50.0,50.0
0,count_22_118_2019_10_02_4864_1824_3648.png,22,81.0,60.0,0.37,288.0,the number of berries,2.6818181818181817,,59.0,-59.0,50.0,50.0
0,count_22_118_2019_10_02_4864_2280_3040.png,22,89.0,60.0,0.37,288.0,the number of berries,3.0454545454545454,,67.0,-67.0,50.0,50.0
0,count_22_119_2019_10_02_4864_1368_1216.png,22,44.0,60.0,0.37,288.0,the number of berries,1.0,,22.0,-22.0,50.0,50.0
0,count_22_119_2019_10_02_4864_2280_608.png,22,39.0,60.0,0.37,288.0,the number of berries,0.7727272727272727,,17.0,-17.0,50.0,50.0
0,count_22_119_2019_10_02_4864_3192_3040.png,22,64.0,60.0,0.37,288.0,the number of berries,1.9090909090909092,,42.0,-42.0,50.0,50.0
0,count_22_120_2019_10_02_4864_1824_2432.png,22,54.0,60.0,0.37,288.0,the number of berries,1.4545454545454546,,32.0,-32.0,50.0,50.0
0,count_22_120_2019_10_02_4864_2736_2432.png,22,24.0,60.0,0.37,288.0,the number of berries,0.09090909090909091,,2.0,-2.0,50.0,50.0
0,count_22_121_2019_10_02_4864_1368_1824.png,22,52.0,60.0,0.37,288.0,the number of berries,1.3636363636363635,,30.0,-30.0,50.0,50.0
0,count_22_121_2019_10_02_4864_456_3040.png,22,143.0,60.0,0.37,288.0,the number of berries,5.5,,121.0,-121.0,50.0,50.0
0,count_22_123_2019_10_02_4864_00_2432.png,22,39.0,60.0,0.37,288.0,the number of berries,0.7727272727272727,,17.0,-17.0,50.0,50.0
0,count_22_123_2019_10_02_4864_2280_608.png,22,99.0,60.0,0.37,288.0,the number of berries,3.5,,77.0,-77.0,50.0,50.0
0,count_22_123_2019_10_02_4864_2736_1216.png,22,76.0,60.0,0.37,288.0,the number of berries,2.4545454545454546,,54.0,-54.0,50.0,50.0
0,count_22_124_2019_10_02_4864_1824_1824.png,22,33.0,60.0,0.37,288.0,the number of berries,0.5,,11.0,-11.0,50.0,50.0
0,count_22_124_2019_10_02_4864_456_608.png,22,8.0,60.0,0.37,288.0,the number of berries,0.6363636363636364,,14.0,14.0,50.0,50.0
0,count_22_127_2019_10_02_4864_00_00.png,22,26.0,60.0,0.37,288.0,the number of berries,0.18181818181818182,,4.0,-4.0,50.0,50.0
0,count_22_127_2019_10_02_4864_912_2432.png,22,53.0,60.0,0.37,288.0,the number of berries,1.4090909090909092,,31.0,-31.0,50.0,50.0
0,count_22_129_2019_10_02_4864_00_3648.png,22,41.0,60.0,0.37,288.0,the number of berries,0.8636363636363636,,19.0,-19.0,50.0,50.0
0,count_22_129_2019_10_02_4864_3192_3040.png,22,62.0,60.0,0.37,288.0,the number of berries,1.8181818181818181,,40.0,-40.0,50.0,50.0
0,count_22_130_2019_10_02_4864_912_2432.png,22,54.0,60.0,0.37,288.0,the number of berries,1.4545454545454546,,32.0,-32.0,50.0,50.0
0,count_22_132_2019_10_02_4864_2736_00.png,22,18.0,60.0,0.37,288.0,the number of berries,0.18181818181818182,,4.0,4.0,50.0,50.0
0,count_22_132_2019_10_02_4864_912_4256.png,22,14.0,60.0,0.37,288.0,the number of berries,0.36363636363636365,,8.0,8.0,50.0,50.0
0,count_22_136_2019_10_02_4864_00_4256.png,22,54.0,60.0,0.37,288.0,the number of berries,1.4545454545454546,,32.0,-32.0,50.0,50.0
0,count_22_136_2019_10_02_4864_2280_1216.png,22,95.0,60.0,0.37,288.0,the number of berries,3.3181818181818183,,73.0,-73.0,50.0,50.0
0,count_22_137_2019_10_02_4864_1824_4256.png,22,43.0,60.0,0.37,288.0,the number of berries,0.9545454545454546,,21.0,-21.0,50.0,50.0
0,count_22_138_2019_10_02_4864_1368_00.png,22,91.0,60.0,0.37,288.0,the number of berries,3.1363636363636362,,69.0,-69.0,50.0,50.0
0,count_22_138_2019_10_02_4864_1824_1824.png,22,76.0,60.0,0.37,288.0,the number of berries,2.4545454545454546,,54.0,-54.0,50.0,50.0
0,count_22_138_2019_10_02_4864_912_4256.png,22,113.0,60.0,0.37,288.0,the number of berries,4.136363636363637,,91.0,-91.0,50.0,50.0
0,count_22_139_2019_10_02_4864_1824_00.png,22,49.0,60.0,0.37,288.0,the number of berries,1.2272727272727273,,27.0,-27.0,50.0,50.0
0,count_22_139_2019_10_02_4864_3192_00.png,22,63.0,60.0,0.37,288.0,the number of berries,1.8636363636363635,,41.0,-41.0,50.0,50.0
0,count_22_141_2019_10_02_4864_2736_00.png,22,86.0,60.0,0.37,288.0,the number of berries,2.909090909090909,,64.0,-64.0,50.0,50.0
0,count_22_142_2019_10_02_4864_3192_3648.png,22,74.0,60.0,0.37,288.0,the number of berries,2.3636363636363638,,52.0,-52.0,50.0,50.0
0,count_22_143_2019_10_02_4864_912_4256.png,22,68.0,60.0,0.37,288.0,the number of berries,2.090909090909091,,46.0,-46.0,50.0,50.0
0,count_22_144_2019_10_02_4864_2736_4256.png,22,26.0,60.0,0.37,288.0,the number of berries,0.18181818181818182,,4.0,-4.0,50.0,50.0
0,count_22_145_2019_10_02_4864_2736_4256.png,22,26.0,60.0,0.37,288.0,the number of berries,0.18181818181818182,,4.0,-4.0,50.0,50.0
0,count_22_147_2019_10_02_4864_00_1824.png,22,101.0,60.0,0.37,288.0,the number of berries,3.590909090909091,,79.0,-79.0,50.0,50.0
0,count_22_147_2019_10_02_4864_00_608.png,22,10.0,60.0,0.37,288.0,the number of berries,0.5454545454545454,,12.0,12.0,50.0,50.0
0,count_22_147_2019_10_02_4864_3192_1824.png,22,41.0,60.0,0.37,288.0,the number of berries,0.8636363636363636,,19.0,-19.0,50.0,50.0
0,count_22_149_2019_10_02_4864_1368_00.png,22,56.0,60.0,0.37,288.0,the number of berries,1.5454545454545454,,34.0,-34.0,50.0,50.0
0,count_22_149_2019_10_02_4864_1368_3648.png,22,80.0,60.0,0.37,288.0,the number of berries,2.6363636363636362,,58.0,-58.0,50.0,50.0
0,count_22_151_2019_10_02_4864_1824_4256.png,22,118.0,60.0,0.37,288.0,the number of berries,4.363636363636363,,96.0,-96.0,50.0,50.0
0,count_22_151_2019_10_02_4864_912_4256.png,22,78.0,60.0,0.37,288.0,the number of berries,2.5454545454545454,,56.0,-56.0,50.0,50.0
0,count_22_152_2019_10_02_4864_00_608.png,22,83.0,60.0,0.37,288.0,the number of berries,2.772727272727273,,61.0,-61.0,50.0,50.0
0,count_22_159_2019_10_02_4864_00_4256.png,22,49.0,60.0,0.37,288.0,the number of berries,1.2272727272727273,,27.0,-27.0,50.0,50.0
0,count_22_159_2019_10_02_4864_00_608.png,22,53.0,60.0,0.37,288.0,the number of berries,1.4090909090909092,,31.0,-31.0,50.0,50.0
0,count_22_163_2019_10_02_4864_00_608.png,22,62.0,60.0,0.37,288.0,the number of berries,1.8181818181818181,,40.0,-40.0,50.0,50.0
0,count_22_230_2019_10_18_4864_1368_1824.png,22,54.0,60.0,0.37,288.0,the number of berries,1.4545454545454546,,32.0,-32.0,50.0,50.0
0,count_22_290_2019_09_11_4864_2280_1824.png,22,18.0,60.0,0.37,288.0,the number of berries,0.18181818181818182,,4.0,4.0,50.0,50.0
0,count_22_334_2019_09_11_4864_00_3040.png,22,162.0,60.0,0.37,288.0,the number of berries,6.363636363636363,,140.0,-140.0,50.0,50.0
0,count_23_108_2019_10_02_4864_00_1824.png,23,26.0,60.0,0.37,288.0,the number of berries,0.13043478260869565,,3.0,-3.0,50.0,50.0
0,count_23_108_2019_10_02_4864_2736_4256.png,23,20.0,60.0,0.37,288.0,the number of berries,0.13043478260869565,,3.0,3.0,50.0,50.0
0,count_23_110_2019_10_02_4864_1368_3648.png,23,107.0,60.0,0.37,288.0,the number of berries,3.652173913043478,,84.0,-84.0,50.0,50.0
0,count_23_110_2019_10_02_4864_1824_4256.png,23,42.0,60.0,0.37,288.0,the number of berries,0.8260869565217391,,19.0,-19.0,50.0,50.0
0,count_23_110_2019_10_02_4864_2280_1216.png,23,66.0,60.0,0.37,288.0,the number of berries,1.8695652173913044,,43.0,-43.0,50.0,50.0
0,count_23_110_2019_10_02_4864_3192_1824.png,23,78.0,60.0,0.37,288.0,the number of berries,2.391304347826087,,55.0,-55.0,50.0,50.0
0,count_23_110_2019_10_02_4864_456_1216.png,23,139.0,60.0,0.37,288.0,the number of berries,5.043478260869565,,116.0,-116.0,50.0,50.0
0,count_23_110_2019_10_02_4864_456_3040.png,23,94.0,60.0,0.37,288.0,the number of berries,3.0869565217391304,,71.0,-71.0,50.0,50.0
0,count_23_111_2019_10_02_4864_1368_1824.png,23,78.0,60.0,0.37,288.0,the number of berries,2.391304347826087,,55.0,-55.0,50.0,50.0
0,count_23_112_2019_10_02_4864_2736_4256.png,23,38.0,60.0,0.37,288.0,the number of berries,0.6521739130434783,,15.0,-15.0,50.0,50.0
0,count_23_118_2019_10_02_4864_1824_4256.png,23,39.0,60.0,0.37,288.0,the number of berries,0.6956521739130435,,16.0,-16.0,50.0,50.0
0,count_23_118_2019_10_02_4864_456_4256.png,23,91.0,60.0,0.37,288.0,the number of berries,2.9565217391304346,,68.0,-68.0,50.0,50.0
0,count_23_123_2019_10_02_4864_1368_1216.png,23,54.0,60.0,0.37,288.0,the number of berries,1.3478260869565217,,31.0,-31.0,50.0,50.0
0,count_23_123_2019_10_02_4864_3192_1824.png,23,47.0,60.0,0.37,288.0,the number of berries,1.0434782608695652,,24.0,-24.0,50.0,50.0
0,count_23_124_2019_10_02_4864_1824_3648.png,23,10.0,60.0,0.37,288.0,the number of berries,0.5652173913043478,,13.0,13.0,50.0,50.0
0,count_23_125_2019_10_02_4864_2280_3040.png,23,50.0,60.0,0.37,288.0,the number of berries,1.173913043478261,,27.0,-27.0,50.0,50.0
0,count_23_125_2019_10_02_4864_456_1216.png,23,41.0,60.0,0.37,288.0,the number of berries,0.782608695652174,,18.0,-18.0,50.0,50.0
0,count_23_126_2019_10_02_4864_00_1824.png,23,33.0,60.0,0.37,288.0,the number of berries,0.43478260869565216,,10.0,-10.0,50.0,50.0
0,count_23_126_2019_10_02_4864_456_3040.png,23,47.0,60.0,0.37,288.0,the number of berries,1.0434782608695652,,24.0,-24.0,50.0,50.0
0,count_23_127_2019_10_02_4864_2280_608.png,23,137.0,60.0,0.37,288.0,the number of berries,4.956521739130435,,114.0,-114.0,50.0,50.0
0,count_23_128_2019_10_02_4864_2736_4256.png,23,23.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_23_128_2019_10_02_4864_912_3040.png,23,23.0,60.0,0.37,288.0,the number of berries,0.0,,0.0,0.0,50.0,50.0
0,count_23_131_2019_10_02_4864_00_1824.png,23,79.0,60.0,0.37,288.0,the number of berries,2.4347826086956523,,56.0,-56.0,50.0,50.0
0,count_23_132_2019_10_02_4864_2280_4256.png,23,22.0,60.0,0.37,288.0,the number of berries,0.043478260869565216,,1.0,1.0,50.0,50.0
0,count_23_133_2019_10_02_4864_456_3040.png,23,94.0,60.0,0.37,288.0,the number of berries,3.0869565217391304,,71.0,-71.0,50.0,50.0
0,count_23_134_2019_10_02_4864_00_608.png,23,35.0,60.0,0.37,288.0,the number of berries,0.5217391304347826,,12.0,-12.0,50.0,50.0
0,count_23_136_2019_10_02_4864_912_4256.png,23,104.0,60.0,0.37,288.0,the number of berries,3.5217391304347827,,81.0,-81.0,50.0,50.0
0,count_23_138_2019_10_02_4864_3192_1216.png,23,140.0,60.0,0.37,288.0,the number of berries,5.086956521739131,,117.0,-117.0,50.0,50.0
0,count_23_140_2019_10_02_4864_912_00.png,23,62.0,60.0,0.37,288.0,the number of berries,1.6956521739130435,,39.0,-39.0,50.0,50.0
0,count_23_141_2019_10_02_4864_456_4256.png,23,103.0,60.0,0.37,288.0,the number of berries,3.4782608695652173,,80.0,-80.0,50.0,50.0
0,count_23_144_2019_10_02_4864_00_2432.png,23,48.0,60.0,0.37,288.0,the number of berries,1.0869565217391304,,25.0,-25.0,50.0,50.0
0,count_23_144_2019_10_02_4864_2736_3040.png,23,90.0,60.0,0.37,288.0,the number of berries,2.9130434782608696,,67.0,-67.0,50.0,50.0
0,count_23_144_2019_10_02_4864_456_2432.png,23,54.0,60.0,0.37,288.0,the number of berries,1.3478260869565217,,31.0,-31.0,50.0,50.0
0,count_23_145_2019_10_02_4864_00_00.png,23,38.0,60.0,0.37,288.0,the number of berries,0.6521739130434783,,15.0,-15.0,50.0,50.0
0,count_23_145_2019_10_02_4864_3192_00.png,23,61.0,60.0,0.37,288.0,the number of berries,1.6521739130434783,,38.0,-38.0,50.0,50.0
0,count_23_146_2019_10_02_4864_2736_4256.png,23,32.0,60.0,0.37,288.0,the number of berries,0.391304347826087,,9.0,-9.0,50.0,50.0
0,count_23_146_2019_10_02_4864_3192_00.png,23,34.0,60.0,0.37,288.0,the number of berries,0.4782608695652174,,11.0,-11.0,50.0,50.0
0,count_23_147_2019_10_02_4864_1824_2432.png,23,13.0,60.0,0.37,288.0,the number of berries,0.43478260869565216,,10.0,10.0,50.0,50.0
0,count_23_148_2019_10_02_4864_1824_1824.png,23,42.0,60.0,0.37,288.0,the number of berries,0.8260869565217391,,19.0,-19.0,50.0,50.0
0,count_23_149_2019_10_02_4864_1824_1824.png,23,91.0,60.0,0.37,288.0,the number of berries,2.9565217391304346,,68.0,-68.0,50.0,50.0
0,count_23_150_2019_10_02_4864_1824_608.png,23,104.0,60.0,0.37,288.0,the number of berries,3.5217391304347827,,81.0,-81.0,50.0,50.0
0,count_23_151_2019_10_02_4864_912_1216.png,23,62.0,60.0,0.37,288.0,the number of berries,1.6956521739130435,,39.0,-39.0,50.0,50.0
0,count_23_152_2019_10_02_4864_1824_3648.png,23,73.0,60.0,0.37,288.0,the number of berries,2.1739130434782608,,50.0,-50.0,50.0,50.0
0,count_23_155_2019_10_02_4864_00_4256.png,23,82.0,60.0,0.37,288.0,the number of berries,2.5652173913043477,,59.0,-59.0,50.0,50.0
0,count_23_156_2019_10_02_4864_912_00.png,23,31.0,60.0,0.37,288.0,the number of berries,0.34782608695652173,,8.0,-8.0,50.0,50.0
0,count_23_157_2019_10_02_4864_2736_00.png,23,31.0,60.0,0.37,288.0,the number of berries,0.34782608695652173,,8.0,-8.0,50.0,50.0
0,count_23_157_2019_10_02_4864_912_00.png,23,18.0,60.0,0.37,288.0,the number of berries,0.21739130434782608,,5.0,5.0,50.0,50.0
0,count_23_160_2019_10_02_4864_00_3648.png,23,44.0,60.0,0.37,288.0,the number of berries,0.9130434782608695,,21.0,-21.0,50.0,50.0
0,count_23_162_2019_10_02_4864_1824_608.png,23,124.0,60.0,0.37,288.0,the number of berries,4.391304347826087,,101.0,-101.0,50.0,50.0
0,count_23_289_2019_09_11_4864_1368_3040.png,23,96.0,60.0,0.37,288.0,the number of berries,3.1739130434782608,,73.0,-73.0,50.0,50.0
0,count_23_293_2019_09_11_4864_2736_3648.png,23,164.0,60.0,0.37,288.0,the number of berries,6.130434782608695,,141.0,-141.0,50.0,50.0
0,count_23_293_2019_09_11_4864_3192_1216.png,23,97.0,60.0,0.37,288.0,the number of berries,3.217391304347826,,74.0,-74.0,50.0,50.0
0,count_23_303_2019_09_11_4864_912_608.png,23,22.0,60.0,0.37,288.0,the number of berries,0.043478260869565216,,1.0,1.0,50.0,50.0
0,count_23_320_2019_09_11_4864_912_2432.png,23,79.0,60.0,0.37,288.0,the number of berries,2.4347826086956523,,56.0,-56.0,50.0,50.0
